flightId,timestamp,lat,lon,probability
36,10:18:24,49.00536,9.0735,0.11101392
36,10:18:25,49.00564,9.07355,0.109511584
36,10:18:27,49.00618,9.07367,0.1112942
36,10:18:28,49.00644,9.07375,0.10525339
36,10:18:29,49.00669,9.07386,0.097134665
36,10:18:30,49.00692,9.07401,0.08004704
36,10:18:31,49.00712,9.07421,0.06958911
36,10:18:32,49.0073,9.07445,0.059356254
36,10:18:33,49.00742,9.07474,0.048654176
36,10:18:34,49.00751,9.07506,0.04438007
36,10:18:35,49.00755,9.07539,0.044679437
36,10:18:36,49.00756,9.07574,0.04717191
36,10:18:37,49.00755,9.07608,0.050948143
36,10:18:38,49.00751,9.07642,0.053534344
36,10:18:39,49.00746,9.07675,0.05476271
36,10:18:40,49.00738,9.07708,0.061068103
36,10:18:41,49.0073,9.07741,0.07097233
36,10:18:43,49.00713,9.07807,0.089986466
36,10:18:44,49.00705,9.07841,0.09252265
36,10:18:45,49.00696,9.07875,0.07896843
36,10:18:46,49.00688,9.07909,0.07909796
36,10:18:47,49.00679,9.07943,0.07936174
36,10:18:48,49.00671,9.07978,0.08499916
36,10:18:49,49.00666,9.08012,0.09277227
36,10:18:50,49.00667,9.08045,0.07095107
36,10:18:51,49.00674,9.08074,0.07021019
36,10:18:52,49.00686,9.08099,0.072507165
36,10:18:53,49.00704,9.08118,0.07365801
36,10:18:53,49.00704,9.08118,0.07365801
36,10:18:54,49.00725,9.08129,0.07481985
36,10:18:55,49.0075,9.08131,0.098122634
36,10:18:56,49.00777,9.08123,0.10186171
36,10:18:57,49.00804,9.08105,0.10350486
36,10:18:59,49.00853,9.08038,0.10430259
36,10:19:01,49.00885,9.07944,0.11190828
36,10:19:02,49.00892,9.07892,0.10612603
36,10:19:03,49.00895,9.07838,0.11679836
36,10:19:04,49.00891,9.07786,0.11572785
36,10:19:05,49.00882,9.07736,0.12395639
36,10:19:06,49.00867,9.0769,0.118264616
36,10:19:07,49.00848,9.0765,0.11797154
36,10:19:08,49.00824,9.07617,0.11108806
36,10:19:09,49.00797,9.0759,0.110109836
36,10:19:10,49.00767,9.07572,0.10621292
36,10:19:11,49.00736,9.07563,0.10467371
36,10:19:12,49.00705,9.07564,0.10477659
36,10:19:13,49.00676,9.07573,0.100278676
36,10:19:15,49.00625,9.07612,0.095604286
36,10:19:16,49.00605,9.07641,0.09708373
36,10:19:17,49.00589,9.07674,0.08923275
36,10:19:18,49.00577,9.0771,0.090080194
36,10:19:19,49.00568,9.07748,0.08331599
36,10:19:20,49.00561,9.07786,0.082497135
36,10:19:21,49.00554,9.07824,0.0737898
36,10:19:22,49.00548,9.07862,0.07113053
36,10:19:23,49.00541,9.07899,0.067795254
36,10:19:24,49.00535,9.07936,0.07097292
36,10:19:25,49.00528,9.07973,0.07419339
36,10:19:26,49.00521,9.08009,0.07984502
36,10:19:26,49.00521,9.08009,0.07984502
36,10:19:27,49.00515,9.08044,0.081005394
36,10:19:28,49.00509,9.08079,0.08340546
36,10:19:29,49.00503,9.08115,0.08999985
36,10:19:31,49.0049,9.08186,0.09650733
36,10:19:32,49.00484,9.0822,0.09906562
36,10:19:33,49.00478,9.08255,0.10351272
36,10:19:33,49.00478,9.08255,0.10351272
36,10:19:34,49.00472,9.0829,0.10335828
36,10:19:35,49.00466,9.08325,0.105849616
36,10:19:36,49.00461,9.08359,0.10589895
36,10:19:37,49.00455,9.08394,0.1110351
36,10:19:38,49.0045,9.08428,0.10708942
36,10:19:39,49.00445,9.08462,0.11289689
36,10:19:40,49.00441,9.08497,0.11198964
36,10:19:40,49.00441,9.08497,0.11198964
36,10:19:41,49.00438,9.08531,0.11259905
36,10:19:42,49.00435,9.08566,0.109598614
